CustID,Cor_Bo,Cor_Ca,Die_Bo,Ass_Ca,HD_Cor,Total_Rev,Cor_Bo_COGS,Cor_Ca_COGS,Die_Bo_COGS,Ass_Ca_COGS,HD_Cor_COGS,Total_COGS,Ships,Orders,ExpOr,Queries,Design
284," $54,522 "," $87,496 "," $106,309 "," $92,423 "," $10,865 "," $351,615 "," $12,813 "," $37,623 "," $66,443 "," $75,602 "," $8,888 "," $201,369 ",97,97,84,1122,371
285," $62,850 "," $102,258 "," $95,039 "," $100,978 "," $11,822 "," $372,947 "," $14,770 "," $43,971 "," $59,399 "," $82,600 "," $9,670 "," $210,410 ",333,111,113,1481,459
286," $58,613 "," $81,090 "," $84,595 "," $87,653 "," $7,465 "," $319,415 "," $13,774 "," $34,869 "," $52,872 "," $71,700 "," $6,106 "," $179,320 ",145,81,169,1398,1210
287," $55,925 "," $99,651 "," $119,119 "," $96,048 "," $14,001 "," $384,743 "," $13,142 "," $42,850 "," $74,449 "," $78,567 "," $11,452 "," $220,461 ",164,82,31,846,242
288," $66,793 "," $94,419 "," $112,791 "," $72,341 "," $12,777 "," $359,120 "," $15,696 "," $40,600 "," $70,494 "," $59,175 "," $10,452 "," $196,417 ",138,138,149,1590,909
289," $72,325 "," $76,824 "," $108,087 "," $67,251 "," $9,547 "," $334,033 "," $16,996 "," $33,034 "," $67,554 "," $55,011 "," $7,809 "," $180,405 ",123,123,134,1125,852
290," $54,994 "," $99,017 "," $97,713 "," $70,383 "," $8,599 "," $330,706 "," $12,924 "," $42,577 "," $61,071 "," $57,573 "," $7,034 "," $181,179 ",124,124,140,1260,882
291," $57,712 "," $90,766 "," $121,468 "," $70,949 "," $11,630 "," $352,523 "," $13,562 "," $39,029 "," $75,917 "," $58,036 "," $9,513 "," $196,058 ",429,143,149,1583,926
292," $57,490 "," $86,080 "," $105,795 "," $109,069 "," $13,129 "," $371,562 "," $13,510 "," $37,014 "," $66,122 "," $89,218 "," $10,740 "," $216,604 ",97,97,83,1248,369
293," $54,057 "," $82,182 "," $97,594 "," $43,964 "," $12,912 "," $290,709 "," $12,703 "," $35,338 "," $60,996 "," $35,963 "," $10,562 "," $155,562 ",441,82,174,1400,1257
294," $60,663 "," $97,793 "," $103,352 "," $63,583 "," $9,012 "," $334,402 "," $14,256 "," $42,051 "," $64,595 "," $52,010 "," $7,372 "," $180,284 ",136,136,154,1676,971
295," $61,260 "," $78,989 "," $105,522 "," $90,495 "," $9,604 "," $345,869 "," $14,396 "," $33,965 "," $65,951 "," $74,025 "," $7,856 "," $196,193 ",276,92,44,1082,327
296," $57,759 "," $86,572 "," $104,311 "," $105,763 "," $9,344 "," $363,748 "," $13,573 "," $37,226 "," $65,194 "," $86,514 "," $7,643 "," $210,150 ",113,113,111,1300,436
297," $54,400 "," $90,298 "," $111,451 "," $106,807 "," $7,372 "," $370,327 "," $12,784 "," $38,828 "," $69,657 "," $87,368 "," $6,030 "," $214,667 ",240,120,128,1733,522
298," $54,565 "," $106,268 "," $112,392 "," $98,339 "," $12,566 "," $384,130 "," $12,823 "," $45,695 "," $70,245 "," $80,441 "," $10,279 "," $219,483 ",198,99,79,1274,345
299," $64,827 "," $102,557 "," $102,424 "," $108,750 "," $9,265 "," $387,824 "," $15,234 "," $44,100 "," $64,015 "," $88,958 "," $7,579 "," $219,886 ",279,93,39,1167,286
300," $67,647 "," $97,633 "," $101,710 "," $82,795 "," $10,547 "," $360,333 "," $15,897 "," $41,982 "," $63,569 "," $67,726 "," $8,628 "," $197,802 ",408,136,144,1756,927
301," $51,384 "," $70,489 "," $114,349 "," $108,953 "," $12,203 "," $357,377 "," $12,075 "," $30,310 "," $71,468 "," $89,124 "," $9,982 "," $212,959 ",93,93,85,1195,371
302," $52,740 "," $83,558 "," $113,015 "," $84,347 "," $6,720 "," $340,380 "," $12,394 "," $35,930 "," $70,634 "," $68,995 "," $5,497 "," $193,451 ",117,117,135,1219,844
303," $64,371 "," $88,164 "," $106,929 "," $92,742 "," $5,545 "," $357,751 "," $15,127 "," $37,911 "," $66,830 "," $75,863 "," $4,536 "," $200,267 ",119,119,128,1612,523
304," $64,783 "," $95,639 "," $95,648 "," $95,599 "," $11,631 "," $363,299 "," $15,224 "," $41,125 "," $59,780 "," $78,200 "," $9,514 "," $203,842 ",310,104,175,1959,1241
305," $56,614 "," $87,197 "," $87,406 "," $90,625 "," $9,351 "," $331,192 "," $13,304 "," $37,495 "," $54,628 "," $74,131 "," $7,649 "," $187,207 ",357,119,142,1231,869
306," $63,067 "," $84,271 "," $102,585 "," $76,792 "," $12,655 "," $339,371 "," $14,821 "," $36,237 "," $64,116 "," $62,816 "," $10,352 "," $188,341 ",453,96,172,1737,1237
307," $59,930 "," $84,265 "," $108,154 "," $88,566 "," $9,618 "," $350,533 "," $14,084 "," $36,234 "," $67,596 "," $72,447 "," $7,867 "," $198,228 ",202,101,81,1208,389
308," $59,780 "," $98,472 "," $109,589 "," $86,478 "," $6,085 "," $360,403 "," $14,048 "," $42,343 "," $68,493 "," $70,739 "," $4,977 "," $200,600 ",106,106,111,1183,411
309," $65,012 "," $83,287 "," $102,953 "," $102,037 "," $4,808 "," $358,097 "," $15,278 "," $35,814 "," $64,345 "," $83,466 "," $3,933 "," $202,836 ",321,107,110,1301,440
310," $54,605 "," $99,124 "," $102,221 "," $83,216 "," $9,254 "," $348,419 "," $12,832 "," $42,623 "," $63,888 "," $68,070 "," $7,569 "," $194,983 ",262,131,142,1411,883
311," $70,122 "," $92,592 "," $119,823 "," $100,514 "," $12,577 "," $395,628 "," $16,479 "," $39,815 "," $74,889 "," $82,220 "," $10,288 "," $223,691 ",94,94,46,1384,300
312," $60,232 "," $88,652 "," $111,671 "," $69,165 "," $9,034 "," $338,754 "," $14,155 "," $38,120 "," $69,794 "," $56,577 "," $7,390 "," $186,036 ",142,94,167,1603,1201
313," $61,728 "," $91,090 "," $110,968 "," $66,004 "," $8,919 "," $338,708 "," $14,506 "," $39,169 "," $69,355 "," $53,991 "," $7,296 "," $184,316 ",113,113,115,1014,438
314," $63,861 "," $100,745 "," $94,357 "," $96,454 "," $8,771 "," $364,188 "," $15,007 "," $43,320 "," $58,973 "," $78,899 "," $7,175 "," $203,375 ",405,135,147,1621,904
315," $59,182 "," $99,886 "," $76,178 "," $74,400 "," $11,538 "," $321,184 "," $13,908 "," $42,951 "," $47,611 "," $60,859 "," $9,438 "," $174,767 ",363,121,124,1264,522
316," $61,664 "," $85,407 "," $99,785 "," $105,865 "," $13,660 "," $366,381 "," $14,491 "," $36,725 "," $62,366 "," $86,597 "," $11,174 "," $211,353 ",339,113,121,1515,482
317," $74,415 "," $93,558 "," $95,106 "," $65,787 "," $11,120 "," $339,985 "," $17,488 "," $40,230 "," $59,441 "," $53,813 "," $9,096 "," $180,068 ",453,151,153,1649,967
318," $61,904 "," $87,412 "," $105,609 "," $68,339 "," $10,119 "," $333,382 "," $14,547 "," $37,587 "," $66,006 "," $55,901 "," $8,277 "," $182,318 ",417,93,160,1713,996
319," $63,282 "," $81,098 "," $108,518 "," $81,476 "," $11,256 "," $345,629 "," $14,871 "," $34,872 "," $67,823 "," $66,647 "," $9,208 "," $193,421 ",324,108,114,1086,437
320," $47,139 "," $83,374 "," $115,994 "," $107,880 "," $8,714 "," $363,100 "," $11,078 "," $35,851 "," $72,496 "," $88,246 "," $7,128 "," $214,798 ",363,121,137,1451,855
321," $56,618 "," $93,408 "," $90,860 "," $79,301 "," $10,507 "," $330,694 "," $13,305 "," $40,166 "," $56,788 "," $64,868 "," $8,595 "," $183,721 ",139,139,154,1486,947
322," $53,802 "," $96,885 "," $120,600 "," $72,732 "," $10,882 "," $354,901 "," $12,643 "," $41,661 "," $75,375 "," $59,495 "," $8,902 "," $198,075 ",381,127,141,1507,888
323," $64,923 "," $95,928 "," $102,232 "," $77,184 "," $10,316 "," $350,582 "," $15,257 "," $41,249 "," $63,895 "," $63,136 "," $8,438 "," $191,975 ",224,112,108,1114,421
324," $61,837 "," $101,278 "," $124,404 "," $74,733 "," $12,339 "," $374,592 "," $14,532 "," $43,550 "," $77,753 "," $61,132 "," $10,094 "," $207,059 ",97,97,46,1303,333
325," $62,203 "," $84,470 "," $104,360 "," $95,483 "," $11,030 "," $357,545 "," $14,618 "," $36,322 "," $65,225 "," $78,105 "," $9,022 "," $203,291 ",123,123,119,1634,516
326," $51,554 "," $76,336 "," $94,301 "," $90,379 "," $9,944 "," $322,512 "," $12,115 "," $32,824 "," $58,938 "," $73,930 "," $8,134 "," $185,941 ",286,94,167,1543,1221
327," $72,158 "," $97,496 "," $96,814 "," $89,842 "," $11,561 "," $367,871 "," $16,957 "," $41,923 "," $60,508 "," $73,491 "," $9,457 "," $202,337 ",262,131,140,1570,881
328," $62,722 "," $90,546 "," $109,221 "," $93,003 "," $9,571 "," $365,064 "," $14,740 "," $38,935 "," $68,263 "," $76,076 "," $7,829 "," $205,844 ",108,108,114,1217,421
329," $60,972 "," $107,385 "," $117,177 "," $110,577 "," $8,977 "," $405,088 "," $14,328 "," $46,176 "," $73,235 "," $90,452 "," $7,343 "," $231,535 ",194,97,44,1524,312
330," $50,453 "," $96,690 "," $111,328 "," $81,070 "," $11,098 "," $350,639 "," $11,856 "," $41,577 "," $69,580 "," $66,315 "," $9,078 "," $198,406 ",330,110,113,1225,447
331," $68,426 "," $95,395 "," $122,864 "," $83,013 "," $10,828 "," $380,525 "," $16,080 "," $41,020 "," $76,790 "," $67,904 "," $8,857 "," $210,651 ",342,114,114,1424,434
332," $63,942 "," $104,277 "," $118,206 "," $89,596 "," $7,907 "," $383,927 "," $15,026 "," $44,839 "," $73,878 "," $73,289 "," $6,468 "," $213,501 ",309,103,81,1242,344
333," $59,476 "," $99,815 "," $112,312 "," $66,381 "," $9,679 "," $347,662 "," $13,977 "," $42,920 "," $70,195 "," $54,300 "," $7,918 "," $189,309 ",417,139,143,1398,886
334," $64,612 "," $83,550 "," $105,767 "," $76,038 "," $10,069 "," $340,036 "," $15,184 "," $35,926 "," $66,104 "," $62,199 "," $8,237 "," $187,650 ",131,131,146,1391,896
335," $62,037 "," $102,533 "," $105,095 "," $83,636 "," $9,018 "," $362,318 "," $14,579 "," $44,089 "," $65,684 "," $68,414 "," $7,377 "," $200,143 ",133,133,146,1717,923
336," $50,246 "," $91,469 "," $104,587 "," $79,605 "," $9,199 "," $335,106 "," $11,808 "," $39,332 "," $65,367 "," $65,117 "," $7,525 "," $189,148 ",348,116,118,1316,493
337," $53,281 "," $100,241 "," $97,703 "," $103,864 "," $8,720 "," $363,808 "," $12,521 "," $43,104 "," $61,064 "," $84,960 "," $7,133 "," $208,782 ",256,128,146,1640,894
338," $60,044 "," $93,855 "," $89,646 "," $85,231 "," $9,013 "," $337,789 "," $14,110 "," $40,358 "," $56,028 "," $69,719 "," $7,373 "," $187,588 ",276,138,148,1495,932
339," $59,526 "," $75,756 "," $109,085 "," $72,457 "," $9,034 "," $325,856 "," $13,989 "," $32,575 "," $68,178 "," $59,269 "," $7,390 "," $181,400 ",420,85,168,1455,1199
340," $48,022 "," $93,039 "," $109,057 "," $88,479 "," $8,477 "," $347,074 "," $11,285 "," $40,007 "," $68,160 "," $72,376 "," $6,934 "," $198,763 ",131,131,150,1534,920
341," $69,654 "," $105,848 "," $93,233 "," $97,121 "," $11,323 "," $377,178 "," $16,369 "," $45,514 "," $58,271 "," $79,445 "," $9,262 "," $208,861 ",103,103,78,1203,343
342," $56,477 "," $82,295 "," $112,903 "," $70,093 "," $11,171 "," $332,939 "," $13,272 "," $35,387 "," $70,564 "," $57,336 "," $9,138 "," $185,697 ",441,79,172,1577,1227
343," $62,630 "," $85,946 "," $111,517 "," $80,997 "," $8,511 "," $349,601 "," $14,718 "," $36,957 "," $69,698 "," $66,256 "," $6,962 "," $194,591 ",123,123,125,1460,509
344," $59,092 "," $112,221 "," $120,607 "," $80,562 "," $7,562 "," $380,043 "," $13,887 "," $48,255 "," $75,379 "," $65,900 "," $6,185 "," $209,606 ",81,81,40,1181,279
345," $61,497 "," $92,139 "," $115,829 "," $64,699 "," $11,105 "," $345,269 "," $14,452 "," $39,620 "," $72,393 "," $52,924 "," $9,084 "," $188,472 ",290,145,150,1574,940
346," $60,084 "," $84,845 "," $117,530 "," $86,174 "," $5,373 "," $354,006 "," $14,120 "," $36,484 "," $73,456 "," $70,490 "," $4,395 "," $198,944 ",230,115,119,1477,492
347," $60,557 "," $75,950 "," $99,705 "," $95,410 "," $6,697 "," $338,319 "," $14,231 "," $32,659 "," $62,315 "," $78,045 "," $5,478 "," $192,729 ",125,125,134,1216,859
348," $57,141 "," $89,868 "," $105,641 "," $103,197 "," $7,083 "," $362,929 "," $13,428 "," $38,643 "," $66,025 "," $84,415 "," $5,794 "," $208,306 ",136,136,148,1750,927
349," $54,552 "," $83,261 "," $102,148 "," $114,855 "," $9,740 "," $364,554 "," $12,820 "," $35,802 "," $63,842 "," $93,951 "," $7,967 "," $214,382 ",273,91,74,1130,346
350," $61,628 "," $93,726 "," $103,558 "," $75,342 "," $8,267 "," $342,521 "," $14,483 "," $40,302 "," $64,724 "," $61,630 "," $6,763 "," $187,901 ",310,155,157,1855,1001
351," $49,706 "," $98,425 "," $120,239 "," $56,173 "," $13,981 "," $338,523 "," $11,681 "," $42,323 "," $75,149 "," $45,950 "," $11,436 "," $186,539 ",216,108,110,1103,442
352," $71,947 "," $72,949 "," $96,247 "," $78,561 "," $9,662 "," $329,366 "," $16,908 "," $31,368 "," $60,154 "," $64,263 "," $7,904 "," $180,597 ",474,90,176,1656,1244
353," $60,258 "," $99,763 "," $122,168 "," $84,970 "," $10,192 "," $377,351 "," $14,161 "," $42,898 "," $76,355 "," $69,505 "," $8,337 "," $211,256 ",88,88,37,1069,278
354," $50,083 "," $83,894 "," $88,242 "," $105,125 "," $9,734 "," $337,078 "," $11,770 "," $36,075 "," $55,151 "," $85,992 "," $7,962 "," $196,950 ",411,137,157,1708,976
355," $54,022 "," $81,131 "," $94,770 "," $93,264 "," $6,400 "," $329,587 "," $12,695 "," $34,886 "," $59,231 "," $76,290 "," $5,235 "," $188,338 ",130,130,143,1322,901
356," $59,248 "," $86,490 "," $104,829 "," $65,743 "," $6,136 "," $322,445 "," $13,923 "," $37,190 "," $65,518 "," $53,778 "," $5,019 "," $175,429 ",150,102,160,1629,1011
357," $75,063 "," $90,809 "," $121,261 "," $104,618 "," $9,100 "," $400,850 "," $17,640 "," $39,048 "," $75,788 "," $85,577 "," $7,444 "," $225,497 ",198,99,46,1612,329
358," $65,808 "," $80,680 "," $99,670 "," $70,543 "," $9,735 "," $326,434 "," $15,465 "," $34,692 "," $62,293 "," $57,704 "," $7,963 "," $178,117 ",143,100,158,1672,999
359," $54,592 "," $102,080 "," $121,674 "," $69,528 "," $10,222 "," $358,095 "," $12,829 "," $43,894 "," $76,046 "," $56,873 "," $8,361 "," $198,005 ",122,122,139,1412,862
360," $62,393 "," $96,065 "," $114,660 "," $116,580 "," $6,786 "," $396,485 "," $14,662 "," $41,308 "," $71,663 "," $95,362 "," $5,551 "," $228,547 ",94,94,41,1310,295
361," $54,404 "," $87,521 "," $103,516 "," $90,147 "," $7,623 "," $343,210 "," $12,785 "," $37,634 "," $64,698 "," $73,740 "," $6,236 "," $195,092 ",119,119,122,1497,517
362," $55,914 "," $87,660 "," $111,874 "," $134,647 "," $9,914 "," $400,009 "," $13,140 "," $37,694 "," $69,921 "," $110,141 "," $8,110 "," $239,006 ",160,80,38,998,253
363," $59,355 "," $91,943 "," $96,278 "," $86,855 "," $9,730 "," $344,160 "," $13,948 "," $39,535 "," $60,174 "," $71,047 "," $7,959 "," $192,664 ",142,142,157,1659,964
364," $66,363 "," $98,287 "," $102,655 "," $103,385 "," $9,282 "," $379,972 "," $15,595 "," $42,264 "," $64,159 "," $84,569 "," $7,593 "," $214,180 ",256,128,125,1896,537
365," $59,840 "," $97,726 "," $118,580 "," $92,003 "," $7,665 "," $375,813 "," $14,062 "," $42,022 "," $74,113 "," $75,258 "," $6,270 "," $211,725 ",327,109,109,1354,420
366," $62,840 "," $98,004 "," $96,765 "," $93,728 "," $8,139 "," $359,476 "," $14,767 "," $42,142 "," $60,478 "," $76,670 "," $6,658 "," $200,714 ",140,101,158,1910,979
367," $63,255 "," $90,046 "," $100,699 "," $75,502 "," $8,936 "," $338,437 "," $14,865 "," $38,720 "," $62,937 "," $61,760 "," $7,309 "," $185,591 ",280,140,155,1685,970
368," $57,539 "," $96,344 "," $97,885 "," $81,940 "," $10,128 "," $343,835 "," $13,522 "," $41,428 "," $61,178 "," $67,027 "," $8,284 "," $191,438 ",102,102,85,1131,404
369," $58,652 "," $90,397 "," $107,548 "," $97,759 "," $9,901 "," $364,257 "," $13,783 "," $38,871 "," $67,218 "," $79,967 "," $8,099 "," $207,937 ",87,87,41,971,288
370," $62,059 "," $91,592 "," $99,960 "," $76,618 "," $9,183 "," $339,412 "," $14,584 "," $39,385 "," $62,475 "," $62,674 "," $7,512 "," $186,629 ",360,120,118,1261,477
371," $56,557 "," $70,182 "," $89,761 "," $91,669 "," $9,478 "," $317,647 "," $13,291 "," $30,178 "," $56,101 "," $74,985 "," $7,753 "," $182,308 ",411,89,173,1501,1221
372," $53,184 "," $84,720 "," $120,936 "," $97,513 "," $7,995 "," $364,348 "," $12,498 "," $36,430 "," $75,585 "," $79,765 "," $6,540 "," $210,818 ",206,103,112,1411,447
373," $60,892 "," $86,049 "," $93,293 "," $79,112 "," $8,867 "," $328,213 "," $14,310 "," $37,001 "," $58,308 "," $64,714 "," $7,254 "," $181,586 ",262,131,147,1371,917
374," $56,135 "," $80,665 "," $109,529 "," $88,334 "," $10,138 "," $344,801 "," $13,192 "," $34,686 "," $68,456 "," $72,257 "," $8,293 "," $196,883 ",284,104,159,1802,992
375," $57,828 "," $91,580 "," $101,836 "," $96,788 "," $10,629 "," $358,660 "," $13,590 "," $39,379 "," $63,648 "," $79,172 "," $8,694 "," $204,483 ",414,138,149,1688,923
376," $65,403 "," $99,501 "," $104,468 "," $105,299 "," $6,249 "," $380,920 "," $15,370 "," $42,785 "," $65,293 "," $86,135 "," $5,112 "," $214,694 ",196,98,44,1361,320
377," $60,051 "," $109,864 "," $107,209 "," $104,023 "," $9,887 "," $391,033 "," $14,112 "," $47,241 "," $67,005 "," $85,091 "," $8,088 "," $221,537 ",264,88,41,1296,305
378," $64,919 "," $86,715 "," $120,957 "," $83,868 "," $6,405 "," $362,864 "," $15,256 "," $37,287 "," $75,598 "," $68,604 "," $5,240 "," $201,985 ",345,115,113,1417,468
379," $57,425 "," $104,363 "," $112,473 "," $70,514 "," $11,616 "," $356,390 "," $13,495 "," $44,876 "," $70,295 "," $57,680 "," $9,502 "," $195,848 ",109,109,113,1222,435
380," $63,400 "," $94,122 "," $109,680 "," $79,228 "," $13,181 "," $359,610 "," $14,899 "," $40,472 "," $68,550 "," $64,809 "," $10,782 "," $199,511 ",200,100,52,1186,338
381," $52,243 "," $91,789 "," $110,985 "," $72,007 "," $9,883 "," $336,907 "," $12,277 "," $39,469 "," $69,366 "," $58,902 "," $8,084 "," $188,098 ",264,132,143,1315,888
382," $63,793 "," $101,854 "," $109,368 "," $90,756 "," $9,420 "," $375,191 "," $14,991 "," $43,797 "," $68,355 "," $74,238 "," $7,705 "," $209,087 ",196,98,82,1214,357
383," $50,787 "," $85,192 "," $102,578 "," $108,895 "," $10,551 "," $358,003 "," $11,935 "," $36,632 "," $64,111 "," $89,076 "," $8,631 "," $210,386 ",176,88,41,1097,305
384," $57,498 "," $93,648 "," $116,613 "," $96,904 "," $8,639 "," $373,301 "," $13,512 "," $40,269 "," $72,883 "," $79,267 "," $7,066 "," $212,997 ",190,95,46,1342,330
385," $64,333 "," $97,527 "," $110,590 "," $104,168 "," $11,060 "," $387,677 "," $15,118 "," $41,936 "," $69,118 "," $85,209 "," $9,047 "," $220,430 ",327,109,109,1495,425
386," $61,685 "," $96,469 "," $100,062 "," $118,451 "," $10,396 "," $387,062 "," $14,496 "," $41,482 "," $62,538 "," $96,893 "," $8,504 "," $223,912 ",324,108,114,1723,464
387," $58,656 "," $87,191 "," $101,672 "," $107,474 "," $6,812 "," $361,804 "," $13,784 "," $37,492 "," $63,545 "," $87,914 "," $5,572 "," $208,307 ",327,109,110,1285,433
388," $71,549 "," $111,594 "," $94,899 "," $100,021 "," $9,903 "," $387,966 "," $16,814 "," $47,985 "," $59,312 "," $81,817 "," $8,101 "," $214,029 ",88,88,38,1333,301
389," $69,918 "," $74,431 "," $121,433 "," $90,770 "," $9,259 "," $365,811 "," $16,431 "," $32,006 "," $75,895 "," $74,250 "," $7,574 "," $206,156 ",256,128,141,1370,844
390," $61,366 "," $98,298 "," $95,669 "," $106,097 "," $10,336 "," $371,765 "," $14,421 "," $42,268 "," $59,793 "," $86,787 "," $8,455 "," $211,724 ",447,108,173,1988,1230
391," $59,644 "," $81,848 "," $104,556 "," $93,134 "," $7,826 "," $347,007 "," $14,016 "," $35,195 "," $65,347 "," $76,183 "," $6,402 "," $197,143 ",232,116,126,1521,519
392," $61,684 "," $98,498 "," $103,845 "," $79,504 "," $9,268 "," $352,799 "," $14,496 "," $42,354 "," $64,903 "," $65,034 "," $7,582 "," $194,369 ",133,133,141,1471,886
393," $59,135 "," $83,388 "," $113,446 "," $72,094 "," $10,299 "," $338,361 "," $13,897 "," $35,857 "," $70,903 "," $58,973 "," $8,425 "," $188,054 ",262,131,141,1233,872
394," $55,452 "," $94,118 "," $113,117 "," $101,732 "," $13,207 "," $377,625 "," $13,031 "," $40,471 "," $70,698 "," $83,217 "," $10,803 "," $218,219 ",212,106,110,1451,430
395," $67,749 "," $95,858 "," $91,053 "," $73,182 "," $8,465 "," $336,306 "," $15,921 "," $41,219 "," $56,908 "," $59,862 "," $6,924 "," $180,834 ",414,138,153,1650,968
396," $62,850 "," $96,364 "," $120,547 "," $66,874 "," $9,689 "," $356,324 "," $14,770 "," $41,437 "," $75,342 "," $54,703 "," $7,926 "," $194,177 ",330,110,113,1212,433
397," $44,087 "," $89,060 "," $82,184 "," $67,744 "," $7,527 "," $290,602 "," $10,360 "," $38,296 "," $51,365 "," $55,415 "," $6,157 "," $161,593 ",306,79,183,1556,1276
398," $54,846 "," $98,306 "," $127,985 "," $94,250 "," $11,740 "," $387,127 "," $12,889 "," $42,271 "," $79,990 "," $77,097 "," $9,604 "," $221,851 ",98,98,49,1409,327
399," $61,289 "," $101,467 "," $82,775 "," $85,072 "," $10,442 "," $341,044 "," $14,403 "," $43,631 "," $51,734 "," $69,588 "," $8,541 "," $187,898 ",254,127,141,1354,885
400," $66,867 "," $88,146 "," $115,962 "," $82,418 "," $8,681 "," $362,074 "," $15,714 "," $37,903 "," $72,476 "," $67,418 "," $7,101 "," $200,612 ",282,141,153,1846,959
401," $55,598 "," $90,120 "," $116,358 "," $76,024 "," $11,009 "," $349,108 "," $13,066 "," $38,752 "," $72,723 "," $62,187 "," $9,005 "," $195,733 ",273,91,43,1050,310
402," $54,955 "," $102,935 "," $94,392 "," $89,335 "," $7,376 "," $348,992 "," $12,914 "," $44,262 "," $58,995 "," $73,076 "," $6,034 "," $195,281 ",117,117,118,1371,481
403," $62,458 "," $93,410 "," $95,785 "," $101,181 "," $11,013 "," $363,847 "," $14,678 "," $40,166 "," $59,865 "," $82,766 "," $9,008 "," $206,484 ",282,94,82,1259,376
404," $63,816 "," $85,214 "," $103,334 "," $60,335 "," $6,030 "," $318,729 "," $14,997 "," $36,642 "," $64,584 "," $49,354 "," $4,933 "," $170,509 ",420,140,152,1559,972
405," $67,846 "," $90,739 "," $107,632 "," $87,421 "," $10,904 "," $364,542 "," $15,944 "," $39,018 "," $67,270 "," $71,510 "," $8,919 "," $202,661 ",408,136,146,1678,916
406," $66,867 "," $77,431 "," $109,466 "," $104,255 "," $10,042 "," $368,060 "," $15,714 "," $33,295 "," $68,416 "," $85,281 "," $8,214 "," $210,920 ",327,109,113,1487,457
407," $55,750 "," $88,597 "," $113,719 "," $110,824 "," $8,599 "," $377,488 "," $13,101 "," $38,097 "," $71,074 "," $90,654 "," $7,034 "," $219,960 ",303,101,84,1301,360
408," $54,242 "," $98,414 "," $100,730 "," $110,171 "," $11,131 "," $374,688 "," $12,747 "," $42,318 "," $62,956 "," $90,120 "," $9,105 "," $217,246 ",200,100,106,1351,404
409," $57,925 "," $100,079 "," $102,008 "," $80,620 "," $11,533 "," $352,164 "," $13,612 "," $43,034 "," $63,755 "," $65,947 "," $9,434 "," $195,782 ",256,128,141,1396,879
410," $65,220 "," $79,481 "," $81,827 "," $69,528 "," $9,776 "," $305,831 "," $15,327 "," $34,177 "," $51,142 "," $56,873 "," $7,997 "," $165,515 ",280,90,171,1376,1219
411," $64,449 "," $85,282 "," $82,303 "," $67,179 "," $9,172 "," $308,384 "," $15,146 "," $36,671 "," $51,439 "," $54,952 "," $7,503 "," $165,711 ",304,96,181,1526,1266
412," $54,467 "," $79,028 "," $116,480 "," $88,189 "," $13,292 "," $351,455 "," $12,800 "," $33,982 "," $72,800 "," $72,139 "," $10,873 "," $202,593 ",262,131,148,1547,916
413," $57,163 "," $90,499 "," $108,266 "," $97,455 "," $5,864 "," $359,246 "," $13,433 "," $38,915 "," $67,666 "," $79,718 "," $4,797 "," $204,528 ",354,118,140,1315,842
414," $58,317 "," $90,475 "," $97,419 "," $87,421 "," $11,431 "," $345,062 "," $13,704 "," $38,904 "," $60,887 "," $71,510 "," $9,350 "," $194,356 ",121,121,124,1491,520
415," $72,087 "," $77,939 "," $108,329 "," $108,895 "," $10,531 "," $377,780 "," $16,940 "," $33,514 "," $67,705 "," $89,076 "," $8,614 "," $215,850 ",206,103,84,1286,368
416," $56,953 "," $92,588 "," $127,218 "," $84,376 "," $7,501 "," $368,636 "," $13,384 "," $39,813 "," $79,511 "," $69,019 "," $6,136 "," $207,863 ",118,118,113,1423,461
417," $62,319 "," $81,604 "," $92,078 "," $82,375 "," $8,613 "," $326,989 "," $14,645 "," $35,090 "," $57,549 "," $67,382 "," $7,045 "," $181,711 ",432,144,151,1557,964
418," $58,428 "," $90,844 "," $109,277 "," $82,012 "," $11,897 "," $352,458 "," $13,731 "," $39,063 "," $68,298 "," $67,086 "," $9,732 "," $197,909 ",127,127,140,1347,871
419," $65,785 "," $102,682 "," $118,073 "," $100,674 "," $5,355 "," $392,568 "," $15,459 "," $44,153 "," $73,795 "," $82,351 "," $4,380 "," $220,139 ",200,100,78,1436,364
420," $65,314 "," $98,857 "," $118,906 "," $89,755 "," $8,871 "," $381,703 "," $15,349 "," $42,509 "," $74,316 "," $73,420 "," $7,257 "," $212,850 ",194,97,83,1332,364
421," $62,833 "," $96,584 "," $95,694 "," $81,751 "," $10,949 "," $347,811 "," $14,766 "," $41,531 "," $59,808 "," $66,872 "," $8,957 "," $191,934 ",140,140,151,1585,936
422," $51,034 "," $94,739 "," $108,241 "," $76,401 "," $7,904 "," $338,318 "," $11,993 "," $40,738 "," $67,651 "," $62,496 "," $6,466 "," $189,342 ",244,122,141,1236,874
423," $66,629 "," $93,769 "," $84,242 "," $97,846 "," $8,951 "," $351,436 "," $15,658 "," $40,321 "," $52,651 "," $80,038 "," $7,322 "," $195,989 ",258,129,141,1487,891
424," $53,853 "," $77,968 "," $107,293 "," $112,868 "," $13,626 "," $365,608 "," $12,655 "," $33,526 "," $67,058 "," $92,326 "," $11,146 "," $216,712 ",224,112,110,1345,440
425," $49,263 "," $93,363 "," $130,179 "," $77,039 "," $8,463 "," $358,306 "," $11,577 "," $40,146 "," $81,362 "," $63,017 "," $6,922 "," $203,025 ",114,114,127,1698,527
